AuthorName,Age,Nationality,email,ArticleTitle,YearPublished,ConferenceName,Location,ISBN,DOI,Volume,Npages,Edition,keyword1,keyword2,keyword3,keyword4
Changwook Kim,30,Swedish,Ch15@gmail.com,Timed automata with urgent transitions.,2004,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Astrid Kiehn,54,Scottish,As1@gmail.com,Chromatic Binary Search Trees. A Structure for Concurrent Rebalancing.,1996,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Astrid Kiehn,54,Scottish,As1@gmail.com,Timed automata with urgent transitions.,2004,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Astrid Kiehn,54,Scottish,As1@gmail.com,Formes de langages et de grammaires.,1982,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
A. Michael Berman,58,Italian,A.12@gmail.com,Formes de langages et de grammaires.,1982,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Marvin C. Paull,34,French,Ma11@gmail.com,Timed automata with urgent transitions.,2004,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Marvin C. Paull,34,French,Ma11@gmail.com,Optimal Worst Case Trees.,1987,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Marvin C. Paull,34,French,Ma11@gmail.com,An efficient algorithm for finding ideal schedules.,2012,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Barbara G. Ryder,53,Finnish,Ba8@gmail.com,Formes de langages et de grammaires.,1982,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Barbara G. Ryder,53,Finnish,Ba8@gmail.com,Specification and Verification of Database Dynamics.,1988,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Beverly A. Sanders,51,Mexican,Be16@gmail.com,An efficient algorithm for finding ideal schedules.,2012,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Beverly A. Sanders,51,Mexican,Be16@gmail.com,Specification and Verification of Database Dynamics.,1988,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Pedro V. Silva,53,Italian,Pe11@gmail.com,An efficient algorithm for finding ideal schedules.,2012,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Wim H. Hesselink,31,Finnish,Wi11@gmail.com,An efficient algorithm for finding ideal schedules.,2012,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Wim H. Hesselink,31,Finnish,Wi11@gmail.com,A Lower Time Bound for the Knapsack Problem on Random Access Machines.,1983,Nucleic Acids Research,Germany,566-2-10-100502-8,2.8449/1001031031061503,79,71,8,sequence alignment,gene finding,genome assembly,drug design
K. V. S. Ramarao,69,Finnish,K.17@gmail.com,Information Theoretic Approximations forM/G/1 undG/G/1 Queuing Systems.,1982,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
K. V. S. Ramarao,69,Finnish,K.17@gmail.com,A Lower Time Bound for the Knapsack Problem on Random Access Machines.,1983,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
K. V. S. Ramarao,69,Finnish,K.17@gmail.com,A deterministic skip list for k-dimensional range search.,2005,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
Amr Elmasry,39,American,Am13@gmail.com,Information Theoretic Approximations forM/G/1 undG/G/1 Queuing Systems.,1982,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Michael L. Fredman,52,Swedish,Mi16@gmail.com,A deterministic skip list for k-dimensional range search.,2005,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Michael L. Fredman,52,Swedish,Mi16@gmail.com,A Tree-Based Mergesort.,1998,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
Eric C. R. Hehner,30,British,Er9@gmail.com,Splitting forward simulations to copewith liveness.,2006,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Eric C. R. Hehner,30,British,Er9@gmail.com,A deterministic skip list for k-dimensional range search.,2005,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
Eric C. R. Hehner,30,British,Er9@gmail.com,A Tree-Based Mergesort.,1998,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Lorene E. Gupta,51,Swedish,Lo12@gmail.com,On an Exponential Server with General Cyclic Arrivals.,1982,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
Lorene E. Gupta,51,Swedish,Lo12@gmail.com,A Decidability Criterion for van Wijngaarden Grammars.,1975,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Andrew J. Malton,23,Mexican,An18@gmail.com,A Tree-Based Mergesort.,1998,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Andrew J. Malton,23,Mexican,An18@gmail.com,On an Exponential Server with General Cyclic Arrivals.,1982,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Andrew J. Malton,23,Mexican,An18@gmail.com,Total lineare Realisierbarkeit endlicher Automaten.,1974,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Andrew J. Malton,23,Mexican,An18@gmail.com,A Decidability Criterion for van Wijngaarden Grammars.,1975,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Rodney W. Topor,65,French,Ro4@gmail.com,A Decidability Criterion for van Wijngaarden Grammars.,1975,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Karel Culik II,53,Italian,Ka5@gmail.com,Total lineare Realisierbarkeit endlicher Automaten.,1974,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Karel Culik II,53,Italian,Ka5@gmail.com,Online square and cube packing.,2005,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Karel Culik II,53,Italian,Ka5@gmail.com,Replaceability and Computational Equivalence for Monotone Boolean Functions.,1985,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Heikki Mannila,43,Norwegian,He0@gmail.com,Replaceability and Computational Equivalence for Monotone Boolean Functions.,1985,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Heikki Mannila,43,Norwegian,He0@gmail.com,Correctness of Semantic Integrity Checking in Database Management Systems.,1988,Transactions on Geoscience and Remote Sensing,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,sequence alignment,gene finding,genome assembly,drug design
Heikki Mannila,43,Norwegian,He0@gmail.com,A Model and a Fast Algorithm for Multiple Errors Spelling Correction.,1992,Transactions on Geoscience and Remote Sensing,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,sequence alignment,gene finding,genome assembly,drug design
Heikki Mannila,43,Norwegian,He0@gmail.com,A Useful Lemma for Context-Free Programmed Grammars.,1979,Transactions on Geoscience and Remote Sensing,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Frank Wm. Tompa,61,British,Fr11@gmail.com,A Useful Lemma for Context-Free Programmed Grammars.,1979,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Frank Wm. Tompa,61,British,Fr11@gmail.com,Data structures for order-sensitive predicates in parallel nondeterministic systems.,2000,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
J. Ian Munro,25,Irish,J.12@gmail.com,A Useful Lemma for Context-Free Programmed Grammars.,1979,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
J. Ian Munro,25,Irish,J.12@gmail.com,Three Measures for Synchronic Dependence in Petri Nets.,1983,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
J. Ian Munro,25,Irish,J.12@gmail.com,Data structures for order-sensitive predicates in parallel nondeterministic systems.,2000,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
J. Ian Munro,25,Irish,J.12@gmail.com,Checking interval properties of computations.,2016,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Chung-Hao Huang,24,Irish,Ch17@gmail.com,A Useful Lemma for Context-Free Programmed Grammars.,1979,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Chung-Hao Huang,24,Irish,Ch17@gmail.com,Three Measures for Synchronic Dependence in Petri Nets.,1983,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Chung-Hao Huang,24,Irish,Ch17@gmail.com,Labelled transition logic: an outline.,2001,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
Sven Schewe,66,Belgian,Sv8@gmail.com,Three Measures for Synchronic Dependence in Petri Nets.,1983,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Sven Schewe,66,Belgian,Sv8@gmail.com,Data structures for order-sensitive predicates in parallel nondeterministic systems.,2000,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Sven Schewe,66,Belgian,Sv8@gmail.com,A Multiclass Networt Model of a Demand Paging Computer System.,1978,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Farn Wang,38,Mexican,Fa3@gmail.com,Data structures for order-sensitive predicates in parallel nondeterministic systems.,2000,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,13,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Farn Wang,38,Mexican,Fa3@gmail.com,Checking interval properties of computations.,2016,IEEE Transactions on Image Processing,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
