AuthorName,Age,Nationality,email,ArticleTitle,YearPublished,JournalName,Location,ISBN,DOI,Volume,Npages,Edition,keyword1,keyword2,keyword3,keyword4
Charles N. Fischer,50,Irish,Ch8@gmail.com,Metric temporal logic revisited.,2005,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,Reinforcement Learning,using data to design user interfaces,type theory,machine learning
D. R. Milton,28,Greece,D.16@gmail.com,Computational Fractal Geometry with WFA.,2012,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,Online Scams,type theory,Telephony,networking
D. R. Milton,28,Greece,D.16@gmail.com,Parsing Regular Grammars with Finite Lookahead.,2012,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Online Scams,cryptography,Mobile Protection,Deep Learning
D. R. Milton,28,Greece,D.16@gmail.com,Comparing Expressibility of Normed BPA and Normed BPP Processes.,2009,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,algebra,human-centred design in intelligent environments,Heating Ventilation,drug design
S. B. Quiring,29,Mexican,S.8@gmail.com,Metric temporal logic revisited.,2010,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,program analysis,Deep Learning,automated theorem proving,drug discovery
S. B. Quiring,29,Mexican,S.8@gmail.com,Comparing Expressibility of Normed BPA and Normed BPP Processes.,2005,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,Recommender Systems,Finding roots of nonlinear equations,cryptography,Interpolation and approximation
Axel van Lamsweerde,59,Scottish,Ax4@gmail.com,Metric temporal logic revisited.,2010,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,Data cleaning,domain-specific languages,Scalable data analysis and query processing,pervasive computing and collaboration
Jon Louis Bentley,42,Finnish,Jo3@gmail.com,Comparing Expressibility of Normed BPA and Normed BPP Processes.,2014,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,Natural Language Processing,pervasive computing and collaboration,Biomedical Image Analysis,Malware
Jon Louis Bentley,42,Finnish,Jo3@gmail.com,Multi-tilde-bar expressions and their automata.,2010,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,Malware,drug discovery,digital technology for older people,cryptography
Jon Louis Bentley,42,Finnish,Jo3@gmail.com,Erratum: The size of random bucket trees via urn models.,2006,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Augmented Reality,Safe Computing,Service and cloud computing,Electronic warfare engineering
Hermann A. Maurer,52,American,He5@gmail.com,Erratum: The size of random bucket trees via urn models.,2010,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,digital technology for older people,Privacy,Deep Learning,Service and cloud computing
Manuel Ojeda-Aciego,51,Scottish,Ma4@gmail.com,Multi-tilde-bar expressions and their automata.,2008,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,Service and cloud computing,Metadata management,Delay-tolerant networking,3D Modelling of Humans
Manuel Ojeda-Aciego,51,Scottish,Ma4@gmail.com,Erratum: The size of random bucket trees via urn models.,2007,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,automata theory,drug discovery,Interpolation and approximation,Avionics software
Manuel Ojeda-Aciego,51,Scottish,Ma4@gmail.com,Special issue: Selected papers from the 26th International Conference on Concurrency Theory (CONCUR 2015).,2014,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Elementary and special functions,drug design,Security,probabilistic computation
Manuel Ojeda-Aciego,51,Scottish,Ma4@gmail.com,Synthesizing robust systems.,2008,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,program analysis,Heating Ventilation,Recommender Systems,3D Modelling of Humans
Manuel Ojeda-Aciego,51,Scottish,Ma4@gmail.com,On best transitive approximations to simple graphs.,2010,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,automata theory,Scalable data analysis and query processing,quantum computation,Secure Passwords
John B. Kam,71,Swedish,Jo0@gmail.com,Synthesizing robust systems.,2010,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,Augmented Reality,probabilistic computation,parallel and distributed computation,Machine Learning
John B. Kam,71,Swedish,Jo0@gmail.com,On best transitive approximations to simple graphs.,2005,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,Computer Vision,automata theory,Machine Learning for Computer Vision,Reinforcement Learning
Jeffrey D. Ullman,59,Greece,Je15@gmail.com,Synthesizing robust systems.,2010,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,Secure Passwords,Declarative languages and runtime systems,Energy lab,genome assembly
Jeffrey D. Ullman,59,Greece,Je15@gmail.com,On best transitive approximations to simple graphs.,2009,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,3D Scene Analysis,automata theory,Technology-enhanced learning,human-centred design in intelligent environments
Jeffrey D. Ullman,59,Greece,Je15@gmail.com,Page Size in Demand-Paging Systems.,2013,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,Elementary and special functions,Telephony,human-centred design in intelligent environments,automata theory
Mikkel Thorup,37,French,Mi0@gmail.com,On best transitive approximations to simple graphs.,2007,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,artificial intelligence,domain-specific languages,Delay-tolerant networking,Scalable internet services
Mikkel Thorup,37,French,Mi0@gmail.com,Page Size in Demand-Paging Systems.,2013,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,drug design,Heating Ventilation,domain-specific languages,sequence alignment
Mikkel Thorup,37,French,Mi0@gmail.com,On Hierarchies of Abstract Data Types.,2006,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,Declarative languages and runtime systems,Scalable internet services,Finding roots of nonlinear equations,sequence alignment
Mikkel Thorup,37,French,Mi0@gmail.com,Apex Graph Grammars and Attribute Grammars.,2014,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,computational economics,type theory,protein structure alignment,3D Modelling of Humans
Matthew Hennessy,76,Swedish,Ma13@gmail.com,On Hierarchies of Abstract Data Types.,2006,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Numerical linear algebra,3D Scene Analysis,Numerical linear algebra,Declarative languages and runtime systems
Joseph M. Morris,50,Greece,Jo3@gmail.com,Update Operations in Deductive Databases with Functional Dependencies.,2011,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,algebra,Privacy,Consistency,Biomedical Image Analysis
Joseph M. Morris,50,Greece,Jo3@gmail.com,Apex Graph Grammars and Attribute Grammars.,2010,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,Natural Language Processing,Safe Computing,computational economics,Scalable internet services
Joseph M. Morris,50,Greece,Jo3@gmail.com,Optimum Decision Trees - An Optimal Variable Theorem and its Related Applications.,2012,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,Automotive software,Augmented Reality,Scalable internet services,pervasive computing and collaboration
Erik D. Demaine,67,British,Er3@gmail.com,An Algorithm for Merging Heaps.,2009,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,coordination and reliability,genome assembly,sequence alignment,Data cleaning
J. Ian Munro,53,Scottish,J.2@gmail.com,Short Proofs for Tricky Formulas.,2009,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,drug discovery,affective computing,digital health,drug design
J. Ian Munro,53,Scottish,J.2@gmail.com,The 'Hoare Logic' of Concurrent Programs.,2007,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,3D Scene Analysis,3D Modelling of Humans,vision and graphics,Safe Computing
S. Kiran Kumar,22,Norwegian,S.13@gmail.com,The 'Hoare Logic' of Concurrent Programs.,2008,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,digital health,Service and cloud computing,genome assembly,computer security
S. Kiran Kumar,22,Norwegian,S.13@gmail.com,Robust Data Types.,2009,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,Malware,Machine Learning,Data cleaning,affective computing
C. Pandu Rangan,39,British,C.1@gmail.com,Some Average Performance Measures for the B-Tree.,2014,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Recommender Systems,Image-based Rendering and Animation,Machine Learning,genome assembly
C. Pandu Rangan,39,British,C.1@gmail.com,The 'Hoare Logic' of Concurrent Programs.,2008,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,drug discovery,Finding roots of nonlinear equations,data structures,artificial intelligence
C. Pandu Rangan,39,British,C.1@gmail.com,Robust Data Types.,2007,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,computational complexity,data structures,quantum computation,Secure Passwords
Mila E. Majster-Cederbaum,60,Finnish,Mi17@gmail.com,The 'Hoare Logic' of Concurrent Programs.,2005,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Natural Language Processing,type theory,affective computing,using data to design user interfaces
Mila E. Majster-Cederbaum,60,Finnish,Mi17@gmail.com,Chromatic Binary Search Trees. A Structure for Concurrent Rebalancing.,2010,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,Electronic warfare engineering,type theory,Machine Learning,genome assembly
Jinzhao Wu,64,Irish,Ji8@gmail.com,Chromatic Binary Search Trees. A Structure for Concurrent Rebalancing.,2006,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Declarative languages and runtime systems,Malware,Electronic warfare engineering,Reinforcement Learning
Jinzhao Wu,64,Irish,Ji8@gmail.com,Constructing Maximal Slicings from Geometry.,2014,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,language semantics,parallel and distributed computation,Avionics software,Image-based Rendering and Animation
Houguang Yue,69,French,Ho14@gmail.com,Concurrency of Operations on B-Trees.,2013,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,Interpolation and approximation,Service and cloud computing,Internet of Things,parallel and distributed computation
Changwook Kim,30,Swedish,Ch15@gmail.com,Chromatic Binary Search Trees. A Structure for Concurrent Rebalancing.,2014,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,networking,concurrency,protein structure prediction,genome assembly
Changwook Kim,30,Swedish,Ch15@gmail.com,Constructing Maximal Slicings from Geometry.,2006,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,Data cleaning,computational biology,automata theory,Privacy
Astrid Kiehn,54,Scottish,As1@gmail.com,Constructing Maximal Slicings from Geometry.,2007,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,machine learning,Biomedical Image Analysis,Privacy,data transformation
Astrid Kiehn,54,Scottish,As1@gmail.com,A complexity tradeoff in ranking-function termination proofs.,2009,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,Interpolation and approximation,computational biology,Elementary and special functions,vision and graphics
A. Michael Berman,58,Italian,A.12@gmail.com,Constructing Maximal Slicings from Geometry.,2005,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,domain-specific languages,using data to design user interfaces,Finding roots of nonlinear equations,type theory
A. Michael Berman,58,Italian,A.12@gmail.com,A complexity tradeoff in ranking-function termination proofs.,2013,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,drug discovery,human-centred design in intelligent environments,Delay-tolerant networking,networking
A. Michael Berman,58,Italian,A.12@gmail.com,Timed automata with urgent transitions.,2008,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,type theory,Energy lab,Safe Computing,Avionics software
A. Michael Berman,58,Italian,A.12@gmail.com,Optimal Worst Case Trees.,2010,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,cryptography,human-centred design in intelligent environments,protein structure prediction,parallel and distributed computation
Marvin C. Paull,34,French,Ma11@gmail.com,A complexity tradeoff in ranking-function termination proofs.,2010,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,Finding roots of nonlinear equations,type theory,Internet of Things,domain-specific languages
Marvin C. Paull,34,French,Ma11@gmail.com,Formes de langages et de grammaires.,2008,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,artificial intelligence,affective computing,quantum computation,database systems
