"","X.1","X","AuthorName","Age","Nationality","email","ArticleTitle","YearPublished","ConferenceName","Location","ISBN","DOI","Volume","Npages","Edition","keyword1","keyword2","keyword3","keyword4","Reviewer1","Decision1","Reviewer2","Decision2","Reviewer3","Decision3","EditionName","Review1Name","Review2Name","Review3Name"
"791",791,791,"Charles N. Fischer",50,"Irish","Ch8@gmail.com","EOL Systems with Control Devices.",1974,"AAAI Conference on Artificial Intelligence","Israel","114-1-2-100068-3","9.4627/1141161181058171",67,108,6,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Lila Kari",1,"Eike Best",1,"Astrid Kiehn",1,"AAAI Conference on Artificial Intelligence 6","Lila Kari reviews  EOL Systems with Control Devices.","Eike Best reviews  EOL Systems with Control Devices.","Astrid Kiehn reviews  EOL Systems with Control Devices."
"792",792,792,"Charles N. Fischer",50,"Irish","Ch8@gmail.com","Computational Fractal Geometry with WFA.",1997,"IEEE Transactions on Neural Networks and Learning Systems","Israel","841-0-19-100447-0","0.5555/1081171011067451",78,139,8,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","D. R. Milton",0,"Carroll Morgan",1,"Jinzhao Wu",0,"IEEE Transactions on Neural Networks and Learning Systems 8","D. R. Milton reviews  Computational Fractal Geometry with WFA.","Carroll Morgan reviews  Computational Fractal Geometry with WFA.","Jinzhao Wu reviews  Computational Fractal Geometry with WFA."
"793",793,793,"D. R. Milton",28,"Greece","D.16@gmail.com","Analysis of Space Allocation in a Generally Fragmented Linear Store.",1987,"AAAI Conference on Artificial Intelligence","Israel","114-1-2-100068-3","9.4627/1141161181058171",67,108,6,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Amir Pnueli",0,"Luc Devroye",1,"K. C. Tan",0,"AAAI Conference on Artificial Intelligence 6","Amir Pnueli reviews  Analysis of Space Allocation in a Generally Fragmented Linear Store.","Luc Devroye reviews  Analysis of Space Allocation in a Generally Fragmented Linear Store.","K. C. Tan reviews  Analysis of Space Allocation in a Generally Fragmented Linear Store."
"794",794,794,"D. R. Milton",28,"Greece","D.16@gmail.com","Metric temporal logic revisited.",2016,"NeuroImage","Netherlands","358-5-8-100034-7","4.5742/1151041131209445",67,95,7,"sequence alignment","gene finding","genome assembly","drug design","Robin Milner",1,"Kai Salomaa",1,"Anton Nijholt",0,"NeuroImage 7","Robin Milner reviews  Metric temporal logic revisited.","Kai Salomaa reviews  Metric temporal logic revisited.","Anton Nijholt reviews  Metric temporal logic revisited."
"795",795,795,"S. B. Quiring",29,"Mexican","S.8@gmail.com","Computational Fractal Geometry with WFA.",1997,"Conference on Empirical Methods in Natural Language Processing","Luxembourg","357-7-13-100621-7","3.4895/1161171201198977",37,81,22,"type theory","automated theorem proving","language semantics","computer security","Huei-Jan Shyr",0,"Juha Kortelainen",1,"Kim G. Larsen",0,"Conference on Empirical Methods in Natural Language Processing 22","Huei-Jan Shyr reviews  Computational Fractal Geometry with WFA.","Juha Kortelainen reviews  Computational Fractal Geometry with WFA.","Kim G. Larsen reviews  Computational Fractal Geometry with WFA."
"796",796,796,"S. B. Quiring",29,"Mexican","S.8@gmail.com","Parsing Regular Grammars with Finite Lookahead.",1981,"AAAI Conference on Artificial Intelligence","Israel","114-1-2-100068-3","9.4627/1141161181058171",67,108,6,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Margherita Napoli",1,"Gian Luigi Ferrari",1,"Oded Goldreich 0001",0,"AAAI Conference on Artificial Intelligence 6","Margherita Napoli reviews  Parsing Regular Grammars with Finite Lookahead.","Gian Luigi Ferrari reviews  Parsing Regular Grammars with Finite Lookahead.","Oded Goldreich 0001 reviews  Parsing Regular Grammars with Finite Lookahead."
"797",797,797,"Axel van Lamsweerde",59,"Scottish","Ax4@gmail.com","Parsing Regular Grammars with Finite Lookahead.",1981,"IEEE Journal of Selected Areas in Communications","Germany","664-5-18-100102-7","8.69/991031061144082",6,125,6,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Sheng Yu",0,"Zohar Manna",1,"Simant Dube",0,"IEEE Journal of Selected Areas in Communications 6","Sheng Yu reviews  Parsing Regular Grammars with Finite Lookahead.","Zohar Manna reviews  Parsing Regular Grammars with Finite Lookahead.","Simant Dube reviews  Parsing Regular Grammars with Finite Lookahead."
"798",798,798,"Axel van Lamsweerde",59,"Scottish","Ax4@gmail.com","Comparing Expressibility of Normed BPA and Normed BPP Processes.",1999,"Nucleic Acids Research","Germany","566-2-10-100502-8","2.8449/1001031031061503",79,71,8,"sequence alignment","gene finding","genome assembly","drug design","Michael Brand",1,"Lorenzo Bettini",0,"Linda Heyker",0,"Nucleic Acids Research 8","Michael Brand reviews  Comparing Expressibility of Normed BPA and Normed BPP Processes.","Lorenzo Bettini reviews  Comparing Expressibility of Normed BPA and Normed BPP Processes.","Linda Heyker reviews  Comparing Expressibility of Normed BPA and Normed BPP Processes."
"799",799,799,"Axel van Lamsweerde",59,"Scottish","Ax4@gmail.com","Genericity and the pi-calculus.",2005,"Annual Meeting of the Association for Computational Linguistics","Sweden","830-4-12-100040-4","5.224/1161081101111772",74,114,28,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Robert H. Sloan",0,"Christian Choffrut",0,"Karsten Schmidt 0004",1,"Annual Meeting of the Association for Computational Linguistics 28","Robert H. Sloan reviews  Genericity and the pi-calculus.","Christian Choffrut reviews  Genericity and the pi-calculus.","Karsten Schmidt 0004 reviews  Genericity and the pi-calculus."
"800",800,800,"Michel Sintzoff",22,"Irish","Mi8@gmail.com","Metric temporal logic revisited.",2016,"IEEE Transactions on Cybernetics","Italy","222-4-14-100311-5","5.6164/11611197995254",78,117,4,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Timothy A. Budd",0,"Adam L. Buchsbaum",1,"Andrea Maggiolo-Schettini",1,"IEEE Transactions on Cybernetics 4","Timothy A. Budd reviews  Metric temporal logic revisited.","Adam L. Buchsbaum reviews  Metric temporal logic revisited.","Andrea Maggiolo-Schettini reviews  Metric temporal logic revisited."
"801",801,801,"Michel Sintzoff",22,"Irish","Mi8@gmail.com","Comparing Expressibility of Normed BPA and Normed BPP Processes.",1999,"Annual Meeting of the Association for Computational Linguistics","Sweden","830-4-12-100040-4","5.224/1161081101111772",74,114,28,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Yuxi Fu",0,"Karel Culik II",1,"Akhil Kumar 0001",0,"Annual Meeting of the Association for Computational Linguistics 28","Yuxi Fu reviews  Comparing Expressibility of Normed BPA and Normed BPP Processes.","Karel Culik II reviews  Comparing Expressibility of Normed BPA and Normed BPP Processes.","Akhil Kumar 0001 reviews  Comparing Expressibility of Normed BPA and Normed BPP Processes."
"802",802,802,"Michel Sintzoff",22,"Irish","Mi8@gmail.com","Genericity and the pi-calculus.",2005,"European Conference on Computer Vision","Russia","253-5-13-100302-5","7.7955/1101221211108518",83,88,12,"Computational Video","Image-based Rendering and Animation","3D Modelling of Humans","3D Scene Analysis","Ekkart Kindler",1,"Raphael A. Finkel",0,"Carlos R. P. Hartmann",0,"European Conference on Computer Vision 12","Ekkart Kindler reviews  Genericity and the pi-calculus.","Raphael A. Finkel reviews  Genericity and the pi-calculus.","Carlos R. P. Hartmann reviews  Genericity and the pi-calculus."
"803",803,803,"Michel Sintzoff",22,"Irish","Mi8@gmail.com","Multi-tilde-bar expressions and their automata.",2012,"Information Sciences","Canada","309-8-1-100286-2","6.5709/1161181181072332",37,28,14,"sequence alignment","gene finding","genome assembly","drug design","Enrico Tronci",0,"X. J. Chen",0,"Borivoj Melichar",1,"Information Sciences 14","Enrico Tronci reviews  Multi-tilde-bar expressions and their automata.","X. J. Chen reviews  Multi-tilde-bar expressions and their automata.","Borivoj Melichar reviews  Multi-tilde-bar expressions and their automata."
"804",804,804,"Jon Louis Bentley",42,"Finnish","Jo3@gmail.com","Genericity and the pi-calculus.",2005,"International Conference on Computer Vision","Australia","789-8-0-100595-4","3.8268/114106971112461",53,166,28,"Computational Video","Image-based Rendering and Animation","3D Modelling of Humans","3D Scene Analysis","Davide Sangiorgi",1,"Ann E. Kelley Sobel",0,"Rob van Stee",1,"International Conference on Computer Vision 28","Davide Sangiorgi reviews  Genericity and the pi-calculus.","Ann E. Kelley Sobel reviews  Genericity and the pi-calculus.","Rob van Stee reviews  Genericity and the pi-calculus."
"805",805,805,"Hermann A. Maurer",52,"American","He5@gmail.com","Genericity and the pi-calculus.",2005,"IEEE Transactions on Image Processing","Brazil","741-5-14-100542-7","8.3886/101113120979356",3,172,14,"Computational Video","Image-based Rendering and Animation","3D Modelling of Humans","3D Scene Analysis","Reinhard Wilhelm",1,"Barbara G. Ryder",0,"S. B. Quiring",1,"IEEE Transactions on Image Processing 14","Reinhard Wilhelm reviews  Genericity and the pi-calculus.","Barbara G. Ryder reviews  Genericity and the pi-calculus.","S. B. Quiring reviews  Genericity and the pi-calculus."
"806",806,806,"Hermann A. Maurer",52,"American","He5@gmail.com","Multi-tilde-bar expressions and their automata.",2012,"Annual Meeting of the Association for Computational Linguistics","Sweden","830-4-12-100040-4","5.224/1161081101111772",74,114,28,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","P. F. Schuler",1,"Yuri Breitbart",1,"Michael Bertol",0,"Annual Meeting of the Association for Computational Linguistics 28","P. F. Schuler reviews  Multi-tilde-bar expressions and their automata.","Yuri Breitbart reviews  Multi-tilde-bar expressions and their automata.","Michael Bertol reviews  Multi-tilde-bar expressions and their automata."
"807",807,807,"Hermann A. Maurer",52,"American","He5@gmail.com","Special issue: Selected papers from the 26th International Conference on Concurrency Theory (CONCUR 2015).",2017,"Annual Conference on Neural Information Processing Systems","Brazil","437-2-12-100288-0","1.7913/103109114976672",57,159,2,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Jacques Lenfant",0,"Pedro V. Silva",0,"Maria Calzarossa",0,"Annual Conference on Neural Information Processing Systems 2","Jacques Lenfant reviews  Special issue: Selected papers from the 26th International Conference on Concurrency Theory (CONCUR 2015).","Pedro V. Silva reviews  Special issue: Selected papers from the 26th International Conference on Concurrency Theory (CONCUR 2015).","Maria Calzarossa reviews  Special issue: Selected papers from the 26th International Conference on Concurrency Theory (CONCUR 2015)."
"808",808,808,"John B. Kam",71,"Swedish","Jo0@gmail.com","Special issue: Selected papers from the 26th International Conference on Concurrency Theory (CONCUR 2015).",2017,"IEEE Transactions on Pattern Analysis and Machine Intelligence","Ecuador","738-8-4-100052-6","7.2263/1181101111226406",66,160,17,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Chua-Huang Huang",1,"Sandeep Sen",1,"Leonidas J. Guibas",1,"IEEE Transactions on Pattern Analysis and Machine Intelligence 17","Chua-Huang Huang reviews  Special issue: Selected papers from the 26th International Conference on Concurrency Theory (CONCUR 2015).","Sandeep Sen reviews  Special issue: Selected papers from the 26th International Conference on Concurrency Theory (CONCUR 2015).","Leonidas J. Guibas reviews  Special issue: Selected papers from the 26th International Conference on Concurrency Theory (CONCUR 2015)."
"809",809,809,"John B. Kam",71,"Swedish","Jo0@gmail.com","Page Size in Demand-Paging Systems.",1973,"Transactions on Geoscience and Remote Sensing","Israel","565-5-19-100564-8","3.1030/9911497115898",14,72,23,"sequence alignment","gene finding","genome assembly","drug design","Marc J. van Kreveld",0,"S. Kiran Kumar",0,"Mark H. Overmars",1,"Transactions on Geoscience and Remote Sensing 23","Marc J. van Kreveld reviews  Page Size in Demand-Paging Systems.","S. Kiran Kumar reviews  Page Size in Demand-Paging Systems.","Mark H. Overmars reviews  Page Size in Demand-Paging Systems."
"810",810,810,"John B. Kam",71,"Swedish","Jo0@gmail.com","On Hierarchies of Abstract Data Types.",1983,"Information Sciences","Canada","309-8-1-100286-2","6.5709/1161181181072332",37,28,14,"sequence alignment","gene finding","genome assembly","drug design","Masataka Sassa",1,"Norbert Blum",0,"Horst von Brand",0,"Information Sciences 14","Masataka Sassa reviews  On Hierarchies of Abstract Data Types.","Norbert Blum reviews  On Hierarchies of Abstract Data Types.","Horst von Brand reviews  On Hierarchies of Abstract Data Types."
"811",811,811,"Jeffrey D. Ullman",59,"Greece","Je15@gmail.com","On Hierarchies of Abstract Data Types.",1983,"International Conference on Computer Vision","Australia","789-8-0-100595-4","3.8268/114106971112461",53,166,28,"Computational Video","Image-based Rendering and Animation","3D Modelling of Humans","3D Scene Analysis","Don Pigozzi",1,"Heikki Mannila",0,"Tien Van Do",1,"International Conference on Computer Vision 28","Don Pigozzi reviews  On Hierarchies of Abstract Data Types.","Heikki Mannila reviews  On Hierarchies of Abstract Data Types.","Tien Van Do reviews  On Hierarchies of Abstract Data Types."
"812",812,812,"Jeffrey D. Ullman",59,"Greece","Je15@gmail.com","Update Operations in Deductive Databases with Functional Dependencies.",1994,"Nucleic Acids Research","Germany","566-2-10-100502-8","2.8449/1001031031061503",79,71,8,"sequence alignment","gene finding","genome assembly","drug design","Horst von Brand",0,"Jon Louis Bentley",0,"Isi Mitrani",0,"Nucleic Acids Research 8","Horst von Brand reviews  Update Operations in Deductive Databases with Functional Dependencies.","Jon Louis Bentley reviews  Update Operations in Deductive Databases with Functional Dependencies.","Isi Mitrani reviews  Update Operations in Deductive Databases with Functional Dependencies."
