"","X.1","X","AuthorName","Age","Nationality","email","ArticleTitle","YearPublished","JournalName","Location","ISBN","DOI","Volume","Npages","Edition","keyword1","keyword2","keyword3","keyword4","Reviewer1","Decision1","Reviewer2","Decision2","Reviewer3","Decision3","VolumeName","Review1Name","Review2Name","Review3Name"
"929",929,929,"Dominique Potier",58,"Greece","Do2@gmail.com","A Robust and Efficient Spatial Data Structure.",2008,"IEEE Transactions on Fuzzy Systems","Ecuador","817-4-9-100423-0","1.5277/97117110113105","2","37",12,"language implementation","3D Modelling of Humans","Image-based Rendering and Animation","concurrency","Hendrik Jan Hoogeboom",1,"Mehdi Jazayeri",1,"Rajan Suri",0,"IEEE Transactions on Fuzzy Systems 2","Hendrik Jan Hoogeboom reviews  A Robust and Efficient Spatial Data Structure.","Mehdi Jazayeri reviews  A Robust and Efficient Spatial Data Structure.","Rajan Suri reviews  A Robust and Efficient Spatial Data Structure."
"930",930,930,"Dominique Potier",58,"Greece","Do2@gmail.com","On the Average Internal Path Length ofm-ary Search Trees.",2006,"IEEE Transactions on Computers","Canada","196-7-0-100135-7","2.5793/1181021031108195","79","40",12,"Internet of Things","Machine Learning for Computer Vision","Energy lab","Optimization","Prakash Panangaden",0,"Sang-Ki Ko",1,"Krishnendu Chatterjee",1,"IEEE Transactions on Computers 79","Prakash Panangaden reviews  On the Average Internal Path Length ofm-ary Search Trees.","Sang-Ki Ko reviews  On the Average Internal Path Length ofm-ary Search Trees.","Krishnendu Chatterjee reviews  On the Average Internal Path Length ofm-ary Search Trees."
"931",931,931,"Paul Pritchard",58,"Italian","Pa6@gmail.com","A Robust and Efficient Spatial Data Structure.",2014,"ACM Transactions on Algorithms","Australia","464-1-18-100009-6","2.2853/105117991209420","46","58",14,"distributed programming","Numerical linear algebra","distributed programming","Medical device software","Allen Reiter",0,"Maciej Koutny",0,"Marisa Venturini Zilli",0,"ACM Transactions on Algorithms 46","Allen Reiter reviews  A Robust and Efficient Spatial Data Structure.","Maciej Koutny reviews  A Robust and Efficient Spatial Data Structure.","Marisa Venturini Zilli reviews  A Robust and Efficient Spatial Data Structure."
"932",932,932,"Paul Pritchard",58,"Italian","Pa6@gmail.com","Deterministic Sequential Functions.",2013,"ACM Transactions on Graphics","Italy","457-8-10-100783-0","9.2664/1011171101154587","13","90",24,"Scalable internet services","Energy lab","Scalable data analysis and query processing","Machine Learning","S. B. Quiring",0,"Peter E. Lauer",0,"Erol Gelenbe",1,"ACM Transactions on Graphics 13","S. B. Quiring reviews  Deterministic Sequential Functions.","Peter E. Lauer reviews  Deterministic Sequential Functions.","Erol Gelenbe reviews  Deterministic Sequential Functions."
"933",933,933,"Ferucio Laurentiu Tiplea",60,"Swedish","Fe2@gmail.com","A Robust and Efficient Spatial Data Structure.",2006,"ACM Transactions on Computer Systems","Israel","768-4-14-100698-1","4.413/1191051041164320","60","66",2,"quantum computation","Metadata management","Declarative languages and runtime systems","using data to design user interfaces","Rodney W. Topor",1,"Masataka Sassa",0,"Pradip K. Srimani",0,"ACM Transactions on Computer Systems 60","Rodney W. Topor reviews  A Robust and Efficient Spatial Data Structure.","Masataka Sassa reviews  A Robust and Efficient Spatial Data Structure.","Pradip K. Srimani reviews  A Robust and Efficient Spatial Data Structure."
"934",934,934,"Ferucio Laurentiu Tiplea",60,"Swedish","Fe2@gmail.com","On the Role of Unification in Mechanical Theorem Proving.",2005,"Decision Support Systems","Sweden","427-0-12-100429-6","1.3550/1221211031117984","77","195",17,"Augmented Reality","Delay-tolerant networking","Privacy","Deep Learning","Arto Salomaa",0,"Karsten Schmidt 0004",1,"Wim H. Hesselink",1,"Decision Support Systems 77","Arto Salomaa reviews  On the Role of Unification in Mechanical Theorem Proving.","Karsten Schmidt 0004 reviews  On the Role of Unification in Mechanical Theorem Proving.","Wim H. Hesselink reviews  On the Role of Unification in Mechanical Theorem Proving."
"935",935,935,"Ferucio Laurentiu Tiplea",60,"Swedish","Fe2@gmail.com","Deterministic Sequential Functions.",2005,"Journal of Management Information Systems","Argetina","156-0-4-100452-4","1.3481/1181151111026356","82","137",21,"Finding roots of nonlinear equations","gene finding","Avionics software","Telemetry","Artiom Alhazov",1,"Rob van Stee",0,"Angelo Monti",1,"Journal of Management Information Systems 82","Artiom Alhazov reviews  Deterministic Sequential Functions.","Rob van Stee reviews  Deterministic Sequential Functions.","Angelo Monti reviews  Deterministic Sequential Functions."
"936",936,936,"Corina Apachite",67,"Norwegian","Co10@gmail.com","On the Average Internal Path Length ofm-ary Search Trees.",2005,"Algorithmica","China","288-0-5-100449-8","5.7659/1001001221185599","86","23",24,"Natural Language Processing","Data storage and physical design","Machine Learning for Computer Vision","Data cleaning","William R. Franta",1,"Annie Choquet",1,"Gheorghe Paun",1,"Algorithmica 86","William R. Franta reviews  On the Average Internal Path Length ofm-ary Search Trees.","Annie Choquet reviews  On the Average Internal Path Length ofm-ary Search Trees.","Gheorghe Paun reviews  On the Average Internal Path Length ofm-ary Search Trees."
"937",937,937,"Corina Apachite",67,"Norwegian","Co10@gmail.com","Deterministic Sequential Functions.",2008,"Algorithmica","China","288-0-5-100449-8","5.7659/1001001221185599","86","23",24,"computational complexity","Deep Learning","drug design","Deep Learning","Enrico Tronci",1,"Sven Skyum",0,"Ursula Goltz",0,"Algorithmica 86","Enrico Tronci reviews  Deterministic Sequential Functions.","Sven Skyum reviews  Deterministic Sequential Functions.","Ursula Goltz reviews  Deterministic Sequential Functions."
"938",938,938,"Corina Apachite",67,"Norwegian","Co10@gmail.com","Querying Sequence Databases with Transducers.",2005,"Neural Computation","Australia","710-0-11-100051-3","7.1395/9711399972279","23","81",4,"Data storage and physical design","Technology-enhanced learning","Numerical quadrature","3D Scene Analysis","Heiko Vogler",1,"Sheng Yu",1,"Zohar Manna",0,"Neural Computation 23","Heiko Vogler reviews  Querying Sequence Databases with Transducers.","Sheng Yu reviews  Querying Sequence Databases with Transducers.","Zohar Manna reviews  Querying Sequence Databases with Transducers."
"939",939,939,"Corina Apachite",67,"Norwegian","Co10@gmail.com","Dynamic Weighted Binary Search Trees.",2010,"Journal of Documentation","Argetina","570-7-12-100732-1","1.7381/101113981093336","28","74",28,"Interpolation and approximation","Robotics","Numerical quadrature","digital technology for older people","Y. S. Tsai",1,"Benedetto Intrigila",0,"Ivan Hal Sudborough",1,"Journal of Documentation 28","Y. S. Tsai reviews  Dynamic Weighted Binary Search Trees.","Benedetto Intrigila reviews  Dynamic Weighted Binary Search Trees.","Ivan Hal Sudborough reviews  Dynamic Weighted Binary Search Trees."
"940",940,940,"Friedrich L. Bauer",57,"Swedish","Fr14@gmail.com","Deterministic Sequential Functions.",2008,"Quantum Information & Computation","Canada","522-0-13-100675-6","3.9916/115105971031077","3","124",1,"Numerical quadrature","Medical device software","Safe Computing","Mobile Protection","Sven Schewe",0,"Artiom Alhazov",1,"Thomas N. Hibbard",1,"Quantum Information & Computation 3","Sven Schewe reviews  Deterministic Sequential Functions.","Artiom Alhazov reviews  Deterministic Sequential Functions.","Thomas N. Hibbard reviews  Deterministic Sequential Functions."
"941",941,941,"Friedrich L. Bauer",57,"Swedish","Fr14@gmail.com","Step semantics of boolean nets.",2014,"ACM Transactions on Database Systems","Canada","652-3-0-100702-8","5.8643/991031091186135","50","125",11,"Delay-tolerant networking","Data storage and physical design","Mobile Protection","database systems","Gian Luigi Ferrari",1,"Yuxi Fu",1,"Joachim Biskup",0,"ACM Transactions on Database Systems 50","Gian Luigi Ferrari reviews  Step semantics of boolean nets.","Yuxi Fu reviews  Step semantics of boolean nets.","Joachim Biskup reviews  Step semantics of boolean nets."
"942",942,942,"Friedrich L. Bauer",57,"Swedish","Fr14@gmail.com","Querying Sequence Databases with Transducers.",2007,"ACM Transactions on Database Systems","Canada","652-3-0-100702-8","5.8643/991031091186135","50","125",11,"Scalable data analysis and query processing","Malware","Telephony","affective computing","Leonidas J. Guibas",0,"Boris Klebansky",1,"Manfred P. Stadel",1,"ACM Transactions on Database Systems 50","Leonidas J. Guibas reviews  Querying Sequence Databases with Transducers.","Boris Klebansky reviews  Querying Sequence Databases with Transducers.","Manfred P. Stadel reviews  Querying Sequence Databases with Transducers."
"943",943,943,"Andrei P. Ershov",59,"British","An19@gmail.com","Step semantics of boolean nets.",2012,"Journal of Documentation","Argetina","570-7-12-100732-1","1.7381/101113981093336","28","74",28,"concurrency","Service and cloud computing","Computational Video","concurrency","Radhia Cousot",1,"Erol Gelenbe",0,"Delphine Longuet",0,"Journal of Documentation 28","Radhia Cousot reviews  Step semantics of boolean nets.","Erol Gelenbe reviews  Step semantics of boolean nets.","Delphine Longuet reviews  Step semantics of boolean nets."
"944",944,944,"Andrei P. Ershov",59,"British","An19@gmail.com","Querying Sequence Databases with Transducers.",2013,"Machine Learning","Netherlands","187-6-5-100382-7","5.6142/100104991088801","85","138",12,"genome assembly","computational biology","Secure Passwords","computational biology","Mark H. Overmars",1,"Hans Ulrich Simon",0,"Alain Finkel",1,"Machine Learning 85","Mark H. Overmars reviews  Querying Sequence Databases with Transducers.","Hans Ulrich Simon reviews  Querying Sequence Databases with Transducers.","Alain Finkel reviews  Querying Sequence Databases with Transducers."
"945",945,945,"Andrei P. Ershov",59,"British","An19@gmail.com","Letter from the Editor.",2005,"ACM Transactions on Computer Systems","Israel","768-4-14-100698-1","4.413/1191051041164320","60","66",2,"concurrency","probabilistic computation","Mobile Protection","drug design","M. Italiani",0,"Rudolf Berghammer",0,"Nicolas Halbwachs",0,"ACM Transactions on Computer Systems 60","M. Italiani reviews  Letter from the Editor.","Rudolf Berghammer reviews  Letter from the Editor.","Nicolas Halbwachs reviews  Letter from the Editor."
"946",946,946,"Manfred Paul",20,"Mexican","Ma17@gmail.com","Dynamic Weighted Binary Search Trees.",2014,"ACM Transactions on Computer Systems","Israel","768-4-14-100698-1","4.413/1191051041164320","60","66",2,"Machine Learning for Computer Vision","probabilistic computation","Telephony","Safe Computing","Armin B. Cremers",0,"Benedetto Intrigila",0,"Victor Mitrana",1,"ACM Transactions on Computer Systems 60","Armin B. Cremers reviews  Dynamic Weighted Binary Search Trees.","Benedetto Intrigila reviews  Dynamic Weighted Binary Search Trees.","Victor Mitrana reviews  Dynamic Weighted Binary Search Trees."
"947",947,947,"Manfred Paul",20,"Mexican","Ma17@gmail.com","On Non-Determinancy in Simple Computing Devices.",2009,"Algorithmica","China","288-0-5-100449-8","5.7659/1001001221185599","86","23",24,"digital health","Recommender Systems","Automotive software","Metadata management","Sven Schewe",1,"Bruce Russell",1,"Peter E. Lauer",1,"Algorithmica 86","Sven Schewe reviews  On Non-Determinancy in Simple Computing Devices.","Bruce Russell reviews  On Non-Determinancy in Simple Computing Devices.","Peter E. Lauer reviews  On Non-Determinancy in Simple Computing Devices."
"948",948,948,"Alan J. Perlis",38,"Scottish","Al10@gmail.com","Bi-Catenation and Shuffle Product of Languages.",2007,"ACM Transactions on Computer Systems","Israel","768-4-14-100698-1","4.413/1191051041164320","60","66",2,"language semantics","Technology-enhanced learning","cryptography","Computational Video","Ricardo A. Baeza-Yates",0,"Robert H. Sloan",0,"Annabelle McIver",0,"ACM Transactions on Computer Systems 60","Ricardo A. Baeza-Yates reviews  Bi-Catenation and Shuffle Product of Languages.","Robert H. Sloan reviews  Bi-Catenation and Shuffle Product of Languages.","Annabelle McIver reviews  Bi-Catenation and Shuffle Product of Languages."
"949",949,949,"Alan J. Perlis",38,"Scottish","Al10@gmail.com","On Non-Determinancy in Simple Computing Devices.",2008,"Algorithmica","China","288-0-5-100449-8","5.7659/1001001221185599","86","23",24,"digital health","Augmented Reality","Scalable data analysis and query processing","automated theorem proving","Delphine Longuet",1,"Marc J. van Kreveld",1,"Thomas N. Hibbard",1,"Algorithmica 86","Delphine Longuet reviews  On Non-Determinancy in Simple Computing Devices.","Marc J. van Kreveld reviews  On Non-Determinancy in Simple Computing Devices.","Thomas N. Hibbard reviews  On Non-Determinancy in Simple Computing Devices."
"950",950,950,"Alan J. Perlis",38,"Scottish","Al10@gmail.com","Deterministic Grammars and Grammar Morphisms.",2008,"Algorithmica","China","288-0-5-100449-8","5.7659/1001001221185599","86","23",24,"Service and cloud computing","Image-based Rendering and Animation","vision and graphics","program analysis","Friedrich L. Bauer",0,"M. W. Shields",1,"Filippo Bonchi",1,"Algorithmica 86","Friedrich L. Bauer reviews  Deterministic Grammars and Grammar Morphisms.","M. W. Shields reviews  Deterministic Grammars and Grammar Morphisms.","Filippo Bonchi reviews  Deterministic Grammars and Grammar Morphisms."
"951",951,951,"Wayne A. Babich",32,"Italian","Wa5@gmail.com","Deterministic Grammars and Grammar Morphisms.",2009,"ACM Transactions on Computer-Human Interaction","Mexico","214-5-17-100517-2","4.1929/10310398973494","50","162",16,"affective computing","3D Modelling of Humans","cryptography","genome assembly","Flavio Corradini",1,"Karel Culik II",1,"Maria Calzarossa",0,"ACM Transactions on Computer-Human Interaction 50","Flavio Corradini reviews  Deterministic Grammars and Grammar Morphisms.","Karel Culik II reviews  Deterministic Grammars and Grammar Morphisms.","Maria Calzarossa reviews  Deterministic Grammars and Grammar Morphisms."
